pred_lbl,pred_iou,pred_box_x1,pred_box_y1,pred_box_x2,pred_box_y2,true_lbl,true_box_x1,true_box_y1,true_box_x2,true_box_y2,path_to_scene,pedestrian,frames
0,0.5747126436781609,547,165,562,214,0,545,161,568,218,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/pedestrian1,00000.png
1,0.23002421307506055,765,145,807,239,0,791,138,831,248,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped2,00000.png
-1,0.0,-1,-1,-1,-1,0,815,136,856,242,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped3,00000.png
-1,0.0,-1,-1,-1,-1,0,304,168,316,199,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped4,00000.png
-1,0.0,-1,-1,-1,-1,0,318,166,333,198,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped5,00000.png
0,0.6122881355932204,548,164,564,214,0,545,161,568,219,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/pedestrian1,00001.png
-1,0.0,-1,-1,-1,-1,0,797,137,837,250,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped2,00001.png
-1,0.0,-1,-1,-1,-1,0,820,134,862,242,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped3,00001.png
-1,0.0,-1,-1,-1,-1,0,303,167,315,198,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped4,00001.png
-1,0.0,-1,-1,-1,-1,0,318,166,333,198,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped5,00001.png
0,0.6020833333333333,548,164,564,214,0,545,160,568,219,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/pedestrian1,00002.png
-1,0.0,-1,-1,-1,-1,0,798,135,843,249,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped2,00002.png
-1,0.0,-1,-1,-1,-1,0,825,133,868,243,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped3,00002.png
-1,0.0,-1,-1,-1,-1,0,303,167,315,198,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped4,00002.png
-1,0.0,-1,-1,-1,-1,0,317,166,332,198,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped5,00002.png
0,0.5573770491803278,548,163,563,213,0,546,159,569,219,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/pedestrian1,00003.png
-1,0.0,-1,-1,-1,-1,0,801,133,849,249,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped2,00003.png
-1,0.0,-1,-1,-1,-1,0,830,131,874,244,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped3,00003.png
-1,0.0,-1,-1,-1,-1,0,302,167,314,198,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped4,00003.png
