pred_lbl,pred_iou,pred_box_x1,pred_box_y1,pred_box_x2,pred_box_y2,true_lbl,true_box_x1,true_box_y1,true_box_x2,true_box_y2,path_to_scene,pedestrian,frames
0,0.5747126436781609,547,165,562,214,0,545,161,568,218,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/pedestrian1,00000.png
-1,0.0,-1,-1,-1,-1,0,791,138,831,248,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped2,00000.png
-1,0.0,-1,-1,-1,-1,0,815,136,856,242,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped3,00000.png
-1,0.0,-1,-1,-1,-1,0,304,168,316,199,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped4,00000.png
-1,0.0,-1,-1,-1,-1,0,318,166,333,198,/work/vita/datasets/JAAD/images/video_0301/00000.png,//data/haziq-data/jaad/image/0301/ped5,00000.png
0,0.684322033898305,547,164,565,214,0,545,161,568,219,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/pedestrian1,00001.png
-1,0.0,-1,-1,-1,-1,0,797,137,837,250,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped2,00001.png
-1,0.0,-1,-1,-1,-1,0,820,134,862,242,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped3,00001.png
-1,0.0,-1,-1,-1,-1,0,303,167,315,198,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped4,00001.png
-1,0.0,-1,-1,-1,-1,0,318,166,333,198,/work/vita/datasets/JAAD/images/video_0301/00001.png,//data/haziq-data/jaad/image/0301/ped5,00001.png
0,0.6729166666666667,547,164,565,214,0,545,160,568,219,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/pedestrian1,00002.png
-1,0.0,-1,-1,-1,-1,0,798,135,843,249,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped2,00002.png
-1,0.0,-1,-1,-1,-1,0,825,133,868,243,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped3,00002.png
-1,0.0,-1,-1,-1,-1,0,303,167,315,198,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped4,00002.png
-1,0.0,-1,-1,-1,-1,0,317,166,332,198,/work/vita/datasets/JAAD/images/video_0301/00002.png,//data/haziq-data/jaad/image/0301/ped5,00002.png
0,0.546448087431694,547,164,562,213,0,546,159,569,219,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/pedestrian1,00003.png
-1,0.0,-1,-1,-1,-1,0,801,133,849,249,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped2,00003.png
-1,0.0,-1,-1,-1,-1,0,830,131,874,244,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped3,00003.png
-1,0.0,-1,-1,-1,-1,0,302,167,314,198,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped4,00003.png
-1,0.0,-1,-1,-1,-1,0,317,166,332,198,/work/vita/datasets/JAAD/images/video_0301/00003.png,//data/haziq-data/jaad/image/0301/ped5,00003.png
0,0.5225409836065574,548,163,562,213,0,546,159,569,219,/work/vita/datasets/JAAD/images/video_0301/00004.png,//data/haziq-data/jaad/image/0301/pedestrian1,00004.png
-1,0.0,-1,-1,-1,-1,0,805,132,852,250,/work/vita/datasets/JAAD/images/video_0301/00004.png,//data/haziq-data/jaad/image/0301/ped2,00004.png
-1,0.0,-1,-1,-1,-1,0,836,129,881,244,/work/vita/datasets/JAAD/images/video_0301/00004.png,//data/haziq-data/jaad/image/0301/ped3,00004.png
-1,0.0,-1,-1,-1,-1,0,301,167,313,198,/work/vita/datasets/JAAD/images/video_0301/00004.png,//data/haziq-data/jaad/image/0301/ped4,00004.png
-1,0.0,-1,-1,-1,-1,0,317,166,332,198,/work/vita/datasets/JAAD/images/video_0301/00004.png,//data/haziq-data/jaad/image/0301/ped5,00004.png
0,0.5591397849462365,549,163,564,214,0,546,158,569,219,/work/vita/datasets/JAAD/images/video_0301/00005.png,//data/haziq-data/jaad/image/0301/pedestrian1,00005.png
-1,0.0,-1,-1,-1,-1,0,810,130,857,251,/work/vita/datasets/JAAD/images/video_0301/00005.png,//data/haziq-data/jaad/image/0301/ped2,00005.png
-1,0.0,-1,-1,-1,-1,0,842,127,887,244,/work/vita/datasets/JAAD/images/video_0301/00005.png,//data/haziq-data/jaad/image/0301/ped3,00005.png
-1,0.0,-1,-1,-1,-1,0,301,167,313,198,/work/vita/datasets/JAAD/images/video_0301/00005.png,//data/haziq-data/jaad/image/0301/ped4,00005.png
-1,0.0,-1,-1,-1,-1,0,317,166,332,198,/work/vita/datasets/JAAD/images/video_0301/00005.png,//data/haziq-data/jaad/image/0301/ped5,00005.png
0,0.5734126984126984,548,163,564,213,0,547,158,570,220,/work/vita/datasets/JAAD/images/video_0301/00006.png,//data/haziq-data/jaad/image/0301/pedestrian1,00006.png
-1,0.0,-1,-1,-1,-1,0,849,126,895,246,/work/vita/datasets/JAAD/images/video_0301/00006.png,//data/haziq-data/jaad/image/0301/ped3,00006.png
-1,0.0,-1,-1,-1,-1,0,300,167,312,198,/work/vita/datasets/JAAD/images/video_0301/00006.png,//data/haziq-data/jaad/image/0301/ped4,00006.png
-1,0.0,-1,-1,-1,-1,0,316,166,331,198,/work/vita/datasets/JAAD/images/video_0301/00006.png,//data/haziq-data/jaad/image/0301/ped5,00006.png
0,0.5525,550,162,566,213,0,547,158,571,221,/work/vita/datasets/JAAD/images/video_0301/00007.png,//data/haziq-data/jaad/image/0301/pedestrian1,00007.png
-1,0.0,-1,-1,-1,-1,0,855,124,902,246,/work/vita/datasets/JAAD/images/video_0301/00007.png,//data/haziq-data/jaad/image/0301/ped3,00007.png
-1,0.0,-1,-1,-1,-1,0,300,166,312,197,/work/vita/datasets/JAAD/images/video_0301/00007.png,//data/haziq-data/jaad/image/0301/ped4,00007.png
-1,0.0,-1,-1,-1,-1,0,316,166,331,198,/work/vita/datasets/JAAD/images/video_0301/00007.png,//data/haziq-data/jaad/image/0301/ped5,00007.png
0,0.563125,550,162,566,214,0,547,157,571,220,/work/vita/datasets/JAAD/images/video_0301/00008.png,//data/haziq-data/jaad/image/0301/pedestrian1,00008.png
-1,0.0,-1,-1,-1,-1,0,862,122,910,247,/work/vita/datasets/JAAD/images/video_0301/00008.png,//data/haziq-data/jaad/image/0301/ped3,00008.png
-1,0.0,-1,-1,-1,-1,0,299,166,311,197,/work/vita/datasets/JAAD/images/video_0301/00008.png,//data/haziq-data/jaad/image/0301/ped4,00008.png
-1,0.0,-1,-1,-1,-1,0,315,165,330,197,/work/vita/datasets/JAAD/images/video_0301/00008.png,//data/haziq-data/jaad/image/0301/ped5,00008.png
0,0.512,551,162,566,213,0,548,157,572,221,/work/vita/datasets/JAAD/images/video_0301/00009.png,//data/haziq-data/jaad/image/0301/pedestrian1,00009.png
-1,0.0,-1,-1,-1,-1,0,869,120,918,247,/work/vita/datasets/JAAD/images/video_0301/00009.png,//data/haziq-data/jaad/image/0301/ped3,00009.png
-1,0.0,-1,-1,-1,-1,0,299,165,311,197,/work/vita/datasets/JAAD/images/video_0301/00009.png,//data/haziq-data/jaad/image/0301/ped4,00009.png
-1,0.0,-1,-1,-1,-1,0,315,165,330,197,/work/vita/datasets/JAAD/images/video_0301/00009.png,//data/haziq-data/jaad/image/0301/ped5,00009.png
0,0.5096153846153846,552,161,566,213,0,549,156,572,220,/work/vita/datasets/JAAD/images/video_0301/00010.png,//data/haziq-data/jaad/image/0301/pedestrian1,00010.png
-1,0.0,-1,-1,-1,-1,0,876,118,926,248,/work/vita/datasets/JAAD/images/video_0301/00010.png,//data/haziq-data/jaad/image/0301/ped3,00010.png
-1,0.0,-1,-1,-1,-1,0,298,165,310,197,/work/vita/datasets/JAAD/images/video_0301/00010.png,//data/haziq-data/jaad/image/0301/ped4,00010.png
-1,0.0,-1,-1,-1,-1,0,314,164,329,196,/work/vita/datasets/JAAD/images/video_0301/00010.png,//data/haziq-data/jaad/image/0301/ped5,00010.png
0,0.40476190476190477,840,133,863,251,0,828,119,876,262,/work/vita/datasets/JAAD/images/video_0301/00010.png,//data/haziq-data/jaad/image/0301/ped1,00010.png
0,0.5113636363636364,554,160,568,213,0,550,156,573,221,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/pedestrian1,00011.png
-1,0.0,-1,-1,-1,-1,0,885,117,936,249,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/ped3,00011.png
-1,0.0,-1,-1,-1,-1,0,298,164,310,196,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/ped4,00011.png
-1,0.0,-1,-1,-1,-1,0,314,163,329,195,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/ped5,00011.png
0,0.4315646258503401,849,132,874,253,0,836,119,885,265,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/ped1,00011.png
1,0.5555555555555556,554,160,569,214,0,551,155,574,220,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/pedestrian1,00012.png
-1,0.0,-1,-1,-1,-1,0,895,117,946,250,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped3,00012.png
-1,0.0,-1,-1,-1,-1,0,297,164,309,196,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped4,00012.png
-1,0.0,-1,-1,-1,-1,0,313,163,328,195,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped5,00012.png
0,0.4421476510067114,857,131,883,252,0,844,118,893,266,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped1,00012.png
1,0.5710577547047372,555,159,570,213,0,553,154,575,220,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/pedestrian1,00013.png
-1,0.0,-1,-1,-1,-1,0,297,163,310,195,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped4,00013.png
-1,0.0,-1,-1,-1,-1,0,312,163,327,195,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped5,00013.png
0,0.49230769230769234,864,129,893,256,0,852,118,903,267,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped1,00013.png
1,0.6904607397793641,555,158,573,213,0,554,154,576,220,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/pedestrian1,00014.png
-1,0.0,-1,-1,-1,-1,0,296,163,309,195,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped4,00014.png
-1,0.0,-1,-1,-1,-1,0,312,163,327,195,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped5,00014.png
0,0.5266812865497076,871,128,903,258,0,861,117,914,268,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped1,00014.png
1,0.6304347826086957,557,158,573,215,0,555,153,577,220,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/pedestrian1,00015.png
-1,0.0,-1,-1,-1,-1,0,296,162,309,194,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped4,00015.png
-1,0.0,-1,-1,-1,-1,0,311,163,326,195,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped5,00015.png
0,0.5233285233285233,880,126,911,261,0,870,117,923,270,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped1,00015.png
1,0.5746691871455577,559,158,574,214,0,555,153,577,221,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/pedestrian1,00016.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/ped4,00016.png
-1,0.0,-1,-1,-1,-1,0,311,163,326,195,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/ped5,00016.png
1,0.6779220779220779,558,157,575,214,0,556,153,577,222,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/pedestrian1,00017.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/ped4,00017.png
-1,0.0,-1,-1,-1,-1,0,310,163,325,195,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/ped5,00017.png
1,0.6402597402597403,559,157,575,214,0,557,152,578,221,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/pedestrian1,00018.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/ped4,00018.png
-1,0.0,-1,-1,-1,-1,0,310,163,325,196,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/ped5,00018.png
1,0.5419473361910594,561,158,575,216,0,557,152,579,222,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/pedestrian1,00019.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/ped4,00019.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/ped5,00019.png
0,0.5344202898550725,562,158,576,216,0,558,153,580,224,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/pedestrian1,00020.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped4,00020.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped5,00020.png
1,0.6099537037037037,561,157,577,218,0,559,153,582,224,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/pedestrian1,00021.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped4,00021.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped5,00021.png
1,0.5570776255707762,563,158,578,218,0,560,153,583,225,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/pedestrian1,00022.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped4,00022.png
-1,0.0,-1,-1,-1,-1,0,308,164,323,197,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped5,00022.png
1,0.5585585585585585,564,158,579,219,0,561,152,584,225,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/pedestrian1,00023.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped4,00023.png
-1,0.0,-1,-1,-1,-1,0,308,163,323,197,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped5,00023.png
1,0.5511111111111111,565,158,580,219,0,562,152,585,226,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/pedestrian1,00024.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped4,00024.png
-1,0.0,-1,-1,-1,-1,0,307,163,322,198,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped5,00024.png
1,0.4758771929824561,568,159,581,220,0,563,152,586,227,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/pedestrian1,00025.png
-1,0.0,-1,-1,-1,-1,0,292,163,305,195,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped4,00025.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped5,00025.png
0,0.5016447368421053,568,159,582,219,0,564,152,587,227,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/pedestrian1,00026.png
-1,0.0,-1,-1,-1,-1,0,290,165,303,197,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped4,00026.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped5,00026.png
0,0.43614718614718617,569,159,581,220,0,565,151,588,227,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian1,00027.png
-1,0.0,-1,-1,-1,-1,0,288,166,301,198,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped4,00027.png
-1,0.0,-1,-1,-1,-1,0,305,162,320,199,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped5,00027.png
0,0.5686274509803921,613,160,630,217,0,607,156,633,223,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian2,00027.png
0,0.5384615384615384,569,159,584,221,0,566,151,589,228,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/pedestrian1,00028.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/ped4,00028.png
